iddblp;idscholar;id_d;id_s
conf/vldb/ChaudhuriN97;g6XLqjCRkFcJ;65928;11606
conf/vldb/ChenJLP03;p7wumIMn_2oJ;66343;11609
conf/vldb/NgY94;Uny-rlVr5-MJ;64518;11641
conf/sigmod/LabioZWGGW97;uzpyy9XRpgYJ;65640;11649
conf/vldb/KamelF94;Gr7nw0PAH1sJ;64523;11664
journals/vldb/Bertino94;oRWtcCo6xlAJ;66829;11694
conf/vldb/ShaferAM96;5HHRNLsy0sAJ;66878;11728
journals/sigmod/ShethBS99;cqlnSEkt12EJ;64685;11747
journals/sigmod/Suciu01;_vOvQUzSV-gJ;64399;11759
conf/sigmod/SrikantA96;ZBuWjiVOE94J;65705;11771
conf/sigmod/ChristophidesACS94;PYvxitTViMQJ;65983;11803
conf/sigmod/MaddenSHR02;WhBHQqg-7l8J;64667;11814
conf/sigmod/Blakeley94;VLd1PgYIoN8J;66091;11840
conf/vldb/GohOST99;hK5EOo-Z7JMJ;65780;11847
conf/vldb/Jacobs97;U-98tPsJi6EJ;65990;11850
journals/sigmod/DiazJPa94;sG7PCEiN2xAJ;65181;11853
conf/vldb/BargaP95;SwFgF_a7RooJ;66237;11856
conf/sigmod/BraumandlKK99;X7jjMIXx8qUJ;65237;11887
conf/sigmod/Suciu99;FOpGGQJyLLsJ;65343;11906
journals/sigmod/HalkidiBV02;GHjgDrEbqM4J;64306;11909
conf/sigmod/HernandezS95;Al2MFiRHz9sJ;65864;11924
conf/sigmod/LarsonG98;tPG--ikWjGcJ;65442;11925
conf/sigmod/BrinMUT97;bjZ8SxYnrd0J;65502;11954
conf/vldb/ChakrabartiDAR97;2LdUbNy0hWwJ;66172;11956
journals/vldb/HelmerM03;lqAgqxpXpxMJ;66552;11963
conf/sigmod/PatelD96;nmTGteLy8NAJ;65795;11971
conf/vldb/Johnson99;B3PwhNu8Y6IJ;65693;11975
conf/sigmod/JarkeQBLMS99;nSKzTBqurCwJ;65302;12006
journals/vldb/SheikholeslamiCZ00;2GWXn3jT0uwJ;66669;12007
conf/vldb/PfoserJT00;0IeLWfNYZEYJ;65620;12010
conf/vldb/HaasKWY97;U09WdB3GIK4J;66176;12036
journals/sigmod/TaninBS96;4sRgCLIWKncJ;65016;12042
conf/sigmod/BrinMS97;lx7jXjm_Fa0J;65596;12049
journals/tods/Wijsen99;1C4Uh8BlYaEJ;66628;12062
journals/sigmod/ONeilG95;ZF4UVaOvyTIJ;65134;12063
conf/sigmod/ChaudhuriMN99;U0w9W7YcsZwJ;65265;12072
conf/vldb/FaloutsosMS96;MxkjWOlLhlYJ;66253;12074
conf/vldb/TaoPS02;c-rJ2AIMUjwJ;66488;12078
conf/sigmod/DattaDTVSR02;5N2k30IYlWoJ;64780;12095
journals/sigmod/BerndtssonH96;8Dj_i69XP60J;64956;12114
conf/sigmod/AgrawalGGR98;EQ0ys8s10vcJ;65396;12121
conf/sigmod/GibbsBT94;iS9rQqelSjMJ;65960;12131
conf/vldb/Galindo-LegariaPK94;oMqPXsCl5gYJ;64338;12156
conf/sigmod/ChenJDTW00;OsfWKJek9L8J;65110;12162
journals/sigmod/DrewHKKLLLSW95;url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D219769%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222;65119;12173
conf/sigmod/Cohen98a;qfD_kxYt-dsJ;65492;12198
conf/sigmod/ThomasDM95;1W3ieFgA2dUJ;65930;12213
conf/vldb/NgH94;32AYdsd8K3kJ;64341;12229
journals/vldb/ShanmugasundaramSBCLPR01;MSw9OnOdcVEJ;66755;12242
conf/vldb/ShanmugasundaramSBCLPR00;MSw9OnOdcVEJ;65455;12242
conf/sigmod/HarinarayanRU96;uKGmcc4xUG4J;65797;12243
conf/vldb/PottingerB03;Gq2yqOZGhBgJ;66267;12258
conf/sigmod/ChenGK01;8OgkUeiawO0J;64970;12265
conf/vldb/DarFJST96;QdWd_yg3YGMJ;66255;12269
conf/vldb/Brin95;jXvsW6VxbMYJ;64376;12270
conf/vldb/RamanH01;8PPmw6A0XfkJ;65313;12272
conf/vldb/JagadishMN99;9rDll5YAQnoJ;65734;12303
conf/vldb/BaralisPT97;tuGrmSkM_PkJ;66129;12320
journals/sigmod/Baeza-YatesN96;cvchvz9-m_oJ;64958;12342
conf/sigmod/VingralekBW94;rM8Ecg1WL4kJ;65986;12348
conf/vldb/LongS03;zU4MULiFRrYJ;66350;12368
conf/vldb/GarofalakisRS99;q87jrCR_GqQJ;65711;12370
conf/vldb/Cuppens96;8_HtXom0CVgJ;66870;12392
conf/sigmod/AdaliSS99;bhWLVCoDuNQJ;65225;12429
journals/vldb/WhiteD95;qeHXdJ2x7eMJ;66788;12436
conf/sigmod/WhiteD94;qeHXdJ2x7eMJ;66043;12436
conf/vldb/NaumannLF99;spErtT_VfeEJ;65703;12444
conf/sigmod/LiS98;Vxg-4KP7FfEJ;65460;12455
journals/vldb/MuckP97;yHSQJtyFciMJ;66680;12458
conf/vldb/YangG01;xQYKEHCggZQJ;65359;12467
conf/vldb/YanA94;WG-3vX59MvIJ;64471;12469
journals/sigmod/BoulosO99;yzbCsw2erkcJ;64756;12484
journals/sigmod/BohmR94;GXApzwcGl78J;65073;12507
conf/sigmod/LeflerSW96;4b12cZc8QK4J;65708;12509
journals/tods/GunopulosKMSTS03;v5mRJmMZOTMJ;65221;12519
conf/sigmod/ShanmugasundaramNSR99;Nia28ZMfCpEJ;65222;12562
conf/sigmod/CareyDFHMNSSTTWZ94;jMc3U-zRTPEJ;66041;12572
journals/sigmod/MeltonE01;619anaISuGEJ;64431;12574
journals/vldb/RamamurthyDS03;DAlyofX710AJ;66551;12605
conf/vldb/RamamurthyDS02;DAlyofX710AJ;66456;12605
conf/sigmod/ONeilQ97;cyNtXv744CQJ;65565;12612
conf/sigmod/BressanGFJHKLMPQSS97;jJuSPh63bZ0J;65657;12629
conf/sigmod/CareyFZ94;nJfKRCyyzIYJ;65976;12630
journals/sigmod/MedeirosP94;5aANcyqvjJQJ;65272;12636
conf/vldb/AmbiteKKMST01;9bzGIloFctIJ;65501;12644
conf/vldb/LockemannKKKN97;mFJzfuwL1jcJ;66159;12686
journals/tods/DyresonS98;dvlv3BMgYrIJ;66624;12687
conf/sigmod/HanPY00;hlrRtJigGbYJ;65077;12695
conf/vldb/NatsevCSLV01;lD7OgF3Xw6wJ;65321;12700
conf/sigmod/ZhangRL96;mbeIcD0N1rQJ;65686;12704
journals/vldb/EyalM01;ntrSSBumclMJ;66767;12714
conf/vldb/Lindsay95;RIpWKrKho0MJ;64316;12720
conf/sigmod/FernandezFKLS98;W3H34LBUMtoJ;65357;12736
conf/vldb/Sterling98;LlP2Fn3bzUMJ;66024;12743
conf/sigmod/JoshiA01;R-54DDaHDxoJ;64992;12746
conf/sigmod/Perna95;url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D223872%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222;65909;12755
conf/sigmod/CareyK97;yuAO6FZOXmQJ;65551;12758
conf/vldb/RaoR99;N8XkcmIO0ysJ;65786;12763
journals/sigmod/ChristoffelPSL98;F7QAoJ5PGekJ;64655;12777
conf/sigmod/ZhangRL96;KUGjzt-IgpoJ;65686;12784
conf/sigmod/Lomet00;FiPJDs_jm54J;65023;12808
conf/sigmod/RundensteinerKRCJM96;UEaXoXn3DicJ;65747;12825
conf/sigmod/BaruGLMPVC99;JYHcz-HpKjEJ;65390;12863
conf/vldb/KonigW99;6HMffRHCspAJ;65754;12875
conf/sigmod/VanceM96;5eHH3hxffFUJ;65692;12877
journals/sigmod/AtzeniMM97;Hdq-Mlh3fcMJ;64782;12892
conf/vldb/KarayannidisTSPMRFEB02;9KiPVAodKnYJ;66388;12896
journals/sigmod/CasatiDS00;jPx0tvkJ-fUJ;64613;12898
conf/vldb/Atal96;PaW8zjiNR9cJ;66857;12899
conf/vldb/WuFSP00;XojbAfbtdvcJ;65471;12927
conf/vldb/CareyCNVDRSM99;JpMllVmmnkAJ;65687;12931
journals/sigmod/Neven02;xAXF0HSF4h8J;64342;12960
conf/vldb/ArgePRSV98;c3yObnVI65cJ;66011;12965
journals/vldb/PeckhamMD95;zOfVTNgEwz0J;66812;12970
conf/vldb/GilbertKMS01;9rDLhwM_4mYJ;65301;12977
journals/sigmod/DoanPSB97;r30CyoxOeycJ;64993;12987
journals/sigmod/Vassilakis00;nZO8ZA4eYzYJ;64553;12991
conf/vldb/BrownS95;yP4hDOd65VUJ;64310;13008
conf/sigmod/CareyMN97;6YXYnLb8CyYJ;65647;13038
conf/vldb/Schoning98;p4Hdrawf0Z0J;66033;13052
conf/sigmod/GingrasLSPS97;hlbdfqaXdkAJ;65634;13063
journals/tods/DeySB99;lUIjuGqk6q4J;66584;13064
conf/vldb/AgrawalLSS95;Zbv89s2eSnwJ;66230;13073
conf/sigmod/HanPY00;R-ERjYdCskcJ;65077;13074
journals/vldb/Guting94;NE_HjaA2eAAJ;66239;13096
conf/vldb/SistlaYH94;bDH4OmzDSLEJ;64510;13102
journals/vldb/LometS97;5EjrRrS54fsJ;66677;13108
conf/sigmod/NestorovAM98;XP7FEaxDfuAJ;65415;13120
journals/sigmod/Suciu02;Ikk1rb4o66UJ;64516;13126
conf/vldb/ChangG97;wDrwjYtI4uEJ;65972;13128
conf/vldb/ZhouS03;NlDvk5J0WwEJ;66358;13142
conf/vldb/KemmeA00;-McZOyw__qQJ;65464;13170
conf/sigmod/KatayamaS97;DfJERPfnugwJ;65664;13183
conf/sigmod/TsurUACMNR98;w5i-zY0c1jAJ;65481;13187
conf/vldb/PapakonstantinouAG96;gkbvvgj8kdUJ;66261;13191
conf/vldb/TeisseirePC94;w17spSGfEXYJ;64415;13220
journals/vldb/KrivokapicKG99;9YwFrtrNlaIJ;66649;13222
conf/vldb/GyssensL97;63gVuKEubzQJ;66054;13261
conf/vldb/Vieille98;nlyEH7GkrjoJ;65814;13262
conf/vldb/OzsuLON01;TJjvg-oIQQsJ;65392;13276
conf/sigmod/CrescenziMM02;pI0WktymowwJ;64850;13318
journals/sigmod/GriffinK98;Qvl2bcDAyqEJ;64856;13319
conf/sigmod/AchyutuniON96;eRSkDzxP1JcJ;65689;13320
conf/vldb/Brodie03;deEJ1JsF8RwJ;66307;13330
journals/sigmod/Wade96;AYtrcxExrbkJ;64961;13334
conf/sigmod/SzalayGTKMRSv02;1tKWKmyczaYJ;64823;13357
journals/tods/ChenHM95;pO6SFdVGt5QJ;66528;13380
conf/vldb/MeoPC96;SNIbAV2EN0MJ;66077;13394
journals/sigmod/LiefkeS00;4q4PDOS45uIJ;64551;13398
conf/sigmod/YangYW00;JQuwW88-2_0J;65175;13433
journals/vldb/NgS98;url:http://www.springerlink.com/index/85D6LYCWB48DWBKW.pdf;66652;13437
journals/sigmod/WestmannKHM00;aLDnCruGaqYJ;64566;13442
conf/sigmod/BerckenDS00;Dy5Eeh8JzmgJ;65182;13445
journals/sigmod/AndlerHEMBE96;xpaAdEJShEoJ;64936;13456
conf/sigmod/AdiBEY01;url:http://portal.acm.org/citation.cfm%3Fdoid%3D375663.375759;65011;13463
conf/sigmod/DavisonG95;96SrVGnDmMoJ;65809;13484
conf/vldb/SeshadriLR96;-Pmsximl_moJ;66088;13485
conf/sigmod/ZhuS03;QZs7L6Y94_UJ;64643;13505
conf/sigmod/ThaperGIK02;sbFGKHjg-TcJ;64770;13511
conf/sigmod/AcharyaAFZ95;2fO9nM2FoGYJ;65804;13515
conf/sigmod/QuassW97;TfIJHxpZeJIJ;65659;13518
conf/vldb/LabrinidisR01;9ZhDPDECMQ8J;65521;13521
conf/sigmod/BreunigKNS00;vezxTIGxNywJ;65120;13562
journals/sigmod/ShethGJRSWW96;ub2wqqQgD40J;65024;13585
journals/sigmod/Grohe02;jzwiskpRLOUJ;64391;13595
journals/sigmod/AilamakiH03;url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D945725%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222;66180;13604
conf/vldb/AmsalegFG95;-9bXTTM_M4cJ;66186;13623
conf/sigmod/LivnyRBCDLMW97a;1rcDwhVp-o8J;65588;13650
journals/sigmod/RamDD99;kHE9-cv77fwJ;64760;13680
conf/sigmod/ParkKKLPC98;aepGxosl6YoJ;65490;13681
conf/sigmod/ChaudhuriMN98;bFDFn3OmNAQJ;65438;13697
conf/sigmod/AcharyaPR99;gKOsM57uFB4J;65289;13701
conf/sigmod/DeutschFS99;SR_yVgZnYpMJ;65334;13707
conf/sigmod/BohannonMR01;ChD3-mp23f8J;64972;13717
conf/sigmod/GunopulosKTD00;VEDf7vb98i8J;65043;13724
journals/tods/Jimenez-PerisPAK03;gcTZH6tRjXIJ;65218;13728
conf/vldb/HaberIL95;UM1ZozyrJnIJ;64366;13731
journals/tods/LiuM96;TNx5vnRHHxMJ;66537;13737
conf/vldb/AltinelBKMPR03;hd5JHUAr6z4J;66273;13742
conf/vldb/Lesk94;nL5wl20jB-kJ;64460;13745
conf/vldb/GottlobKP02;fnIXflrczOEJ;66454;13755
conf/sigmod/BarclaySG00;Yiyko_0KiEIJ;65112;13771
conf/vldb/NgH94;EsSRui40spgJ;64341;13772
conf/vldb/GoyalHSS95;2sGH4SLcdL4J;64325;13786
conf/vldb/SavasereON95;rHLmfJRQUu0J;66217;13794
conf/sigmod/ShenoyHSBBS00;ZJRIE5CMDZAJ;65081;13803
journals/sigmod/MusickC99;U8aV2wgTNdYJ;64777;13808
conf/sigmod/JohnsonD03;5OYgUpRggiMJ;64541;13813
conf/vldb/FernandezSCMS03;FjmyLJQ2TrYJ;66300;13814
conf/vldb/SchmidtWKCMB02;SZLkVciImAIJ;66410;13820
journals/tods/ChakrabartiKMP02;eHY42LnL_lsJ;65208;13835
conf/sigmod/KeoghCMP01;eHY42LnL_lsJ;64999;13835
conf/vldb/LingLL00;yKnPPSNrDb0J;65474;13843
conf/sigmod/AcharyaFZ97;QCAu6wPhnAAJ;65505;13848
journals/vldb/DeWittNSV96;WTuHfc-D3TwJ;66796;13870
conf/vldb/SistlaYLL95;HtTNmhCJY-oJ;64380;13877
conf/vldb/YangLH03;hUMTG7HNlyAJ;66336;13879
conf/sigmod/ChaudhuriDY95;aaQEdfkjWN8J;65881;13882
journals/vldb/ShethTP03;Svbxes_XzdUJ;66724;13893
conf/vldb/AgrawalS94;RiQ-W5K0n6YJ;64364;13908
conf/sigmod/ZhugeGHW95;2BGKvm5UIqAJ;65874;13911
journals/tods/Bohm00;i5nEuutK3H4J;66580;13939
conf/vldb/RezendeH98;njuthCBUMPAJ;65844;13945
conf/vldb/ShahabiFKF00;ln1yHhG7gdgJ;65582;13949
journals/vldb/NybergBCGL95;RhKSGU-DhQUJ;66800;13951
journals/vldb/OoiHLT96;EclgEUrqHQAJ;66772;13970
journals/sigmod/Stirling03;url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D776997%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222;66224;13976
conf/vldb/SahuguetA99;NrXmzugArgoJ;65721;13977
conf/sigmod/GuhaRS98;H7UayPkDxRQJ;65400;13992
conf/sigmod/ImielinskiVB94;u5ForuTsW-YJ;65968;14014
conf/vldb/GravanoG97;CduLyvAaxVsJ;66135;14018
conf/sigmod/GrayHOS96;J_QkWJ4HlOUJ;65676;14068
conf/vldb/ArgePRSV98;Vg-xjJtfd_0J;66011;14070
conf/sigmod/Stonebraker98;LjfcoraomoEJ;65364;14084
conf/sigmod/EmbleyJN99;x8uC_9_IzUEJ;65338;14107
conf/sigmod/NgLHP98;BsyjUnkzMkAJ;65387;14117
conf/sigmod/BohmA96;978pJCGhaGoJ;65757;14125
conf/sigmod/Mohan94;enYJ_2U2NdUJ;65998;14138
conf/sigmod/HanPY00;aUm_NiRzVOIJ;65077;14142
conf/vldb/Hess96;Gia7489k5t4J;66102;14164
conf/sigmod/HarinarayanRU96;V6KNPMKdyagJ;65797;14199
conf/sigmod/PatelYKTNBHRLEKGDN97;qe3zCXe4dHQJ;65602;14215
conf/vldb/ShanmugasundaramGTZDN99;WkdIh9-e2WMJ;65691;14219
conf/vldb/VelegrakisMP03;gP3ld61I__kJ;66370;14221
conf/vldb/ShahRS02;ByAk0yD64SYJ;66503;14235
conf/sigmod/ChristophidesACS94;T8v6sQ1R3zoJ;65983;14243
journals/vldb/BernsteinPS00;08d5th2jiqcJ;66742;14267
conf/vldb/SeshadriLR97;jSAtXghimR0J;66137;14273
conf/sigmod/BerchtoldBK98;vrlNTuVexE4J;65472;14296
conf/vldb/MeekPK03;BV6S1LOk4XwJ;66291;14307
journals/sigmod/CarmelMS01;bolov3CrMYwJ;64629;14312
conf/sigmod/CatarciS94;pryJrhEGI2sJ;66113;14323
journals/vldb/ChuaCL03;MY0lTfhxnr4J;66553;14333
journals/sigmod/YaoG02;ARLe7W8EvDoJ;64335;14342
conf/sigmod/ZhangDWEMPMDR03;1hkVjoUg8hUJ;64688;14350
conf/vldb/KaushikBNS02;dL5oJVHK10kJ;66484;14366
conf/sigmod/IoannidisL94;dDHNsS9sisEJ;66014;14367
conf/sigmod/RundensteinerCCSO00;url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D335496%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222;65194;14373
conf/vldb/ChenDZ03;cCpHMzAXRnsJ;66339;14377
conf/vldb/NiermanJ02;1NZsxf_zwF4J;66390;14382
conf/sigmod/PatelD96;Goan1fI4O_oJ;65795;14384
journals/sigmod/Cingil02;2K6rhX16hXwJ;64499;14396
conf/sigmod/LeeWMS01;4rJJdFvMmgYJ;64877;14398
conf/vldb/CotterB00;SJ6PiY04ebMJ;65445;14418
conf/vldb/AgrawalCN00;3s20zaTMLZQJ;65419;14428
conf/sigmod/AdaliCPS96;I8qFyTX4FhoJ;65688;14445
conf/sigmod/SrikantA96;WSVs3nCRe8EJ;65705;14457
journals/vldb/LaurentLSV01;TTIgIh9uC_YJ;66754;14458
conf/vldb/GhoshPSH02;2dlOojuSNeIJ;66476;14459
journals/vldb/AtkinsonM95;XYG-rHxq_z0J;66793;14470
conf/sigmod/BeyerR99;6Cdfxiuibd0J;65203;14503
conf/sigmod/IvesFFLW99;0087thkugMUJ;65215;14521
conf/sigmod/DasuJMS02;zTF5z0v_nh0J;64797;14532
conf/sigmod/FaloutsosL95;Tpb-LwPZJNMJ;65808;14533
conf/sigmod/IlyasRLGL03;qCnvlNwYp6cJ;64484;14539
conf/sigmod/GebhardtJJ97;ks4Wxa8dHNIJ;65603;14559
conf/sigmod/ChenCPPSTM00;G_vKTsC4EaAJ;65155;14570
conf/vldb/CeriM03;G2QuI5QYYMoJ;66452;14599
conf/sigmod/GuhaRS98;btOlpr6NZoIJ;65400;14622
conf/sigmod/FreireHRRS02;Pg-vbrBME1cJ;64789;14635
conf/sigmod/TatarinovIHW01;0dEQ9YTk3osJ;64934;14637
journals/sigmod/Hampapur99;xW--Ei3c_qwJ;64715;14654
journals/sigmod/GeppertD94;P9xX0UDXnRcJ;65262;14662
conf/vldb/BargaP95;QsXNubRv-HUJ;66237;14678
conf/sigmod/ZhaoDNS98;MjGo7AhsPSsJ;65426;14732
conf/sigmod/CluetDSS98;VZreOrzvcYEJ;65429;14734
journals/sigmod/MattosD94;HhUCea7De6YJ;65258;14751
conf/sigmod/GehrkeKS01;f6JFkfhawW8J;65017;14755
conf/vldb/GottlobKP02;e5Gm5upjQnkJ;66454;14777
journals/tods/FukudaMMT01;k6ukzru4nX8J;66598;14780
conf/vldb/AbiteboulMRVW98;OqpwlRWdIMgJ;65821;14782
journals/tods/CastanoAFP98;tm7SUvdcOHYJ;66630;14783
conf/sigmod/MankuRL99;LlPkfgH5fCIJ;65267;14797
conf/vldb/RiedelGF98;xAph8JHK5WsJ;65827;14801
journals/sigmod/KaradimitriouT97;SrCBkHnIFL8J;64979;14816
conf/vldb/BratsbergH01;x-oQarjjgccJ;65527;14824
conf/vldb/LiC94;O0rvK0GFmBEJ;64409;14827
journals/tods/AndriesCPB01;iMGwasyHkgIJ;66600;14860
conf/vldb/ChaudhuriW00;u-8KapWYyWkJ;65663;14913
conf/vldb/GoldmanSVG98;pweOUtA2iTAJ;65823;14918
journals/sigmod/Chaudhri95;DY6x1fDAy9EJ;65045;14934
journals/vldb/Cobb97;R6XK3NbfZrgJ;66676;14937
journals/sigmod/TatarinovIMHSDDKMM03;0JPhnHlRGOoJ;66211;14939
conf/sigmod/HoAMS97;4YsYF_8QeogJ;65569;14955
conf/sigmod/StonebrakerH01;opMsehfY-XoJ;64919;14960
conf/sigmod/Amer-YahiaFSX03;IgRat6Xyu2EJ;64701;14977
conf/vldb/BohannonFHRRS02;zYfyg0fCzEsJ;66440;14998
conf/sigmod/HanKK97;NIfccqToMb8J;65555;15002
conf/sigmod/ZhugeGHW95;36ibNcuzKVAJ;65874;15006
conf/sigmod/PapadiasTFS03;PJ9152AhkuwJ;64584;15071
journals/vldb/PacittiS00;vHZqeBwfYL4J;66647;15078
conf/sigmod/AdyaGLM95;bfcbZlt6vngJ;65741;15099
conf/vldb/AgrawalCN00;b9uF_OTTHIEJ;65419;15104
journals/vldb/AbiteboulB95;_RMZmSBR_PUJ;66786;15105
conf/sigmod/DeutschFS99;XrybyHOI16kJ;65334;15111
conf/vldb/JarkeKL00;6c3XQZ-_HDUJ;65605;15113
conf/vldb/HvasshovdBT00;af50lhGnD8gJ;65440;15116
conf/sigmod/BratsbergT00;af50lhGnD8gJ;65143;15116
conf/vldb/Ogawa96;zQDbTpO9kH4J;66075;15130
conf/vldb/ChakrabartiSST00;eMCZN8ZXNJIJ;65587;15159
journals/vldb/JiangE98;PjtgP4aQt00J;66653;15160
journals/tods/LakshmananLRS97;dOscxZFxArwJ;66616;15191
conf/sigmod/ChaudhuriD97;D7w6TQwatE0J;65649;15193
journals/sigmod/AshishK97;xhXJfYv1MPwJ;64792;15202
journals/tods/GhandeharizadehHJ96;vMVuIqz5BiwJ;66534;15207
conf/sigmod/BaruGLMPVC99;nTC3FQGaT_YJ;65390;15216
conf/vldb/DingGS00;I5fV3jpcrmAJ;65424;15241
journals/sigmod/DomenigD99;S6TMGRGUq1IJ;64734;15246
journals/vldb/PacittiS00;UvvmhI5lqbsJ;66647;15253
journals/sigmod/BernsteinBCDFGGHHJLMNPSU98;SRemicnI-ncJ;64652;15254
conf/sigmod/Team95b;v80FFBUTW_0J;65951;15256
conf/sigmod/RoySSB00;OV6n7LhOe_cJ;65055;15257
conf/sigmod/Aggarwal03;qbubaA6mQawJ;64607;15271
conf/vldb/SindoniTABFGMPPT01;0zdXnl9cQysJ;65504;15292
conf/vldb/SheikholeslamiCZ98;btydMRJMBqoJ;65996;15293
conf/sigmod/WangSSZZW00;ryDHZM31rmwJ;65094;15299
journals/sigmod/HasselbringHHKRRS00;url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D369277%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222;64619;15307
conf/vldb/GravanoG95;Gzr2235rJLsJ;66199;15315
journals/sigmod/Vassilakis00;e0j-56kaeR4J;64553;15324
conf/sigmod/GarofalakisG02;r4a_VlMfu38J;64817;15348
journals/tods/CeriFPT94;39m5BLDo1zYJ;66575;15349
conf/vldb/JagadishLS99;FLHi5haA7AQJ;65690;15354
conf/vldb/GoldsteinR00;FncQ86sO2agJ;65482;15369
conf/sigmod/NgLHP98;NQAssNK12xUJ;65387;15372
conf/vldb/KangC02;gndV1O-oEkMJ;66389;15381
conf/vldb/AgrawalCN00;0KLcrS1Co_kJ;65419;15383
conf/sigmod/KanthAS98;4O5JTAQZf7IJ;65405;15384
conf/vldb/HellersteinNP95;DqyvTE-PXg0J;66227;15386
journals/vldb/OzsuPSILM95;g7SusKnyItEJ;66790;15404
conf/vldb/GaoS03;BEpwgIQR6r4J;66374;15429
conf/sigmod/ChungMS02;n8tscFMeBtwJ;64658;15449
conf/vldb/GilbertKMS02;kxGdQhvpi_sJ;66501;15458
journals/sigmod/McHughAGQW97;qKb2ZxD1IsYJ;64837;15459
conf/sigmod/GrumbachRS98;RQTFVFT_w9gJ;65420;15472
conf/sigmod/Arpaci-DusseauACHP97;E_eOZJYat6IJ;65557;15501
conf/vldb/ShaferAM96;Jl3IrO4qDqMJ;66878;15517
conf/vldb/KalusD95;r1xwwqWr2K0J;64372;15572
conf/vldb/ChakrabartiDAR97;zuIhKVPjN_IJ;66172;15582
journals/sigmod/FlorescuLM98;FCcDKONgJVYJ;64851;15586
journals/tods/Subrahmanian94;KnKwXVSXN_wJ;66569;15624
conf/vldb/CooperSFHS01;PAfEdPwJ8tgJ;65413;15626
conf/vldb/GoldmanSVG98;b3H6Yt4f7hAJ;65823;15631
conf/sigmod/HanKS97;yzL3Kfsz8scJ;65590;15636
conf/sigmod/KornJF97;ZZUl2Dc1MPsJ;65598;15661
conf/vldb/ShuklaDNR96;Qdw5iM0aKwAJ;66875;15734
conf/vldb/GarofalakisRS99;poso7AKokFMJ;65711;15739
conf/sigmod/ZhangMCMR02;rvZQMrCOQ1MJ;64834;15779
journals/sigmod/ACT-NET96;FTDeavdkHpsJ;64909;15794
conf/sigmod/GuhaRS98;wiE9QG5qC2wJ;65400;15805
conf/vldb/SavasereON95;ohjoG-bi4OgJ;66217;15830
journals/sigmod/ForteHWDCVHFS99;7ML1mmPqIooJ;64703;15832
conf/vldb/JarkeKL00;hRr_IBVG0-YJ;65605;15843
conf/vldb/MarronL01;a3aecJJ58NIJ;65535;15845
conf/vldb/StathatosRB97;JH2hiRXPJcEJ;65950;15846
journals/tods/CliffordDIJS97;yPVmmJpyYw4J;66543;15849
conf/vldb/Draluk01;xQzrilMR-QQJ;65381;15864
conf/vldb/Mohan01;tAO-l_SkmSwJ;66434;15865
conf/vldb/LakshmananSS96;IJyunaAcul8J;66844;15866
conf/sigmod/HjaltasonS98;3mwWUz_ORNYJ;65423;15942
journals/sigmod/BhargavaAP95;Sql66UDiVnwJ;65123;15944
journals/sigmod/LightstoneLZ02;7TYVQTwq9FIJ;64360;15975
conf/sigmod/SzalayGKT00;4yvrgPBJUBYJ;65042;15987
journals/sigmod/LudwigG00;T7hbL2VkOhsJ;64579;16020
journals/sigmod/BichlerSZ98;goq6Z9bDeSsJ;64659;16058
conf/vldb/GarofalakisOS97;3p2a2ZKrCjcJ;66166;16071
conf/vldb/LevyMS94;l-QHiSxClXcJ;64404;16086
conf/vldb/BerckenS01;A46cpXEm-8AJ;65406;16091
conf/vldb/GolabO03;-8IwyDJe7fgJ;66379;16133
conf/sigmod/LivnyRBCDLMW97;9Ho84Ho6xuIJ;65599;16136
conf/sigmod/LivnyRBCDLMW97a;9Ho84Ho6xuIJ;65588;16136
conf/vldb/FaloutsosMS96;j9sPZ8fYBJMJ;66253;16150
journals/sigmod/FernandezFLS97;url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D262763%26type%3Dpdf%26dl%3Dportal%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222;64821;16151
conf/sigmod/CarinoKKB01;a9HFF_bwiH4J;64977;16159
conf/sigmod/KotidisR99;ZknlFLRnqLYJ;65210;16182
conf/sigmod/GunopulosKTD00;ASfROcKWFmgJ;65043;16190
conf/vldb/GantiLR00;Vd-lSpZc0cYJ;65650;16208
journals/sigmod/DadamK97;9Ai_9dZChG4J;64802;16221
conf/sigmod/DattaDTVSR02;RKbKtLWjDLEJ;64780;16227
conf/sigmod/ChenR94;hlQJGQCSurIJ;65988;16233
